participant_id,video_no,conflict,action,score,score_type,target_kind,scale,item_no,item_text
99,2,葛藤あり,行動なし,3.0,post,scale,CZO尺度,,
119,2,葛藤あり,行動なし,2.3,post,scale,CZO尺度,,
12,2,葛藤あり,行動なし,0.19999999999999973,diff,scale,CZO尺度,,
13,2,葛藤あり,行動なし,0.20000000000000018,diff,scale,CZO尺度,,
21,2,葛藤あり,行動なし,0.0,diff,scale,CZO尺度,,
26,2,葛藤あり,行動なし,0.09999999999999964,diff,scale,CZO尺度,,
27,2,葛藤あり,行動なし,0.2999999999999998,diff,scale,CZO尺度,,
31,2,葛藤あり,行動なし,0.10000000000000009,diff,scale,CZO尺度,,
38,2,葛藤あり,行動なし,0.10000000000000009,diff,scale,CZO尺度,,
39,2,葛藤あり,行動なし,-0.3999999999999999,diff,scale,CZO尺度,,
40,2,葛藤あり,行動なし,0.3999999999999999,diff,scale,CZO尺度,,
49,2,葛藤あり,行動なし,0.09999999999999964,diff,scale,CZO尺度,,
50,2,葛藤あり,行動なし,0.20000000000000018,diff,scale,CZO尺度,,
54,2,葛藤あり,行動なし,0.5000000000000002,diff,scale,CZO尺度,,
70,2,葛藤あり,行動なし,-0.30000000000000027,diff,scale,CZO尺度,,
73,2,葛藤あり,行動なし,-0.2999999999999998,diff,scale,CZO尺度,,
75,2,葛藤あり,行動なし,-0.20000000000000018,diff,scale,CZO尺度,,
78,2,葛藤あり,行動なし,0.0,diff,scale,CZO尺度,,
80,2,葛藤あり,行動なし,-0.3999999999999999,diff,scale,CZO尺度,,
84,2,葛藤あり,行動なし,0.40000000000000036,diff,scale,CZO尺度,,
85,2,葛藤あり,行動なし,-0.8999999999999999,diff,scale,CZO尺度,,
93,2,葛藤あり,行動なし,0.0,diff,scale,CZO尺度,,
99,2,葛藤あり,行動なし,0.6000000000000001,diff,scale,CZO尺度,,
119,2,葛藤あり,行動なし,-0.30000000000000027,diff,scale,CZO尺度,,
12,3,葛藤なし,行動あり,2.8,post,scale,CZO尺度,,
13,3,葛藤なし,行動あり,2.6,post,scale,CZO尺度,,
21,3,葛藤なし,行動あり,3.1,post,scale,CZO尺度,,
26,3,葛藤なし,行動あり,3.0,post,scale,CZO尺度,,
27,3,葛藤なし,行動あり,2.5,post,scale,CZO尺度,,
31,3,葛藤なし,行動あり,2.9,post,scale,CZO尺度,,
38,3,葛藤なし,行動あり,3.8,post,scale,CZO尺度,,
39,3,葛藤なし,行動あり,2.6,post,scale,CZO尺度,,
40,3,葛藤なし,行動あり,3.0,post,scale,CZO尺度,,
49,3,葛藤なし,行動あり,2.9,post,scale,CZO尺度,,
50,3,葛藤なし,行動あり,3.1,post,scale,CZO尺度,,
54,3,葛藤なし,行動あり,2.2,post,scale,CZO尺度,,
70,3,葛藤なし,行動あり,2.8,post,scale,CZO尺度,,
73,3,葛藤なし,行動あり,2.9,post,scale,CZO尺度,,
75,3,葛藤なし,行動あり,3.1,post,scale,CZO尺度,,
