participant_id,video_no,conflict,action,score,score_type,target,pre_courage,group
28,1,葛藤あり,行動あり,6.5,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
29,1,葛藤あり,行動あり,4.5,post,葛藤尺度（post）,6.0,事前勇気>=4
30,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
31,1,葛藤あり,行動あり,2.5,post,葛藤尺度（post）,3.5,事前勇気<4
32,1,葛藤あり,行動あり,6.25,post,葛藤尺度（post）,3.5,事前勇気<4
33,1,葛藤あり,行動あり,6.75,post,葛藤尺度（post）,5.5,事前勇気>=4
34,1,葛藤あり,行動あり,6.5,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
35,1,葛藤あり,行動あり,6.75,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
36,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
37,1,葛藤あり,行動あり,6.5,post,葛藤尺度（post）,3.5,事前勇気<4
38,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
39,1,葛藤あり,行動あり,3.75,post,葛藤尺度（post）,1.5,事前勇気<4
40,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
41,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
42,1,葛藤あり,行動あり,5.25,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
43,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,3.5,事前勇気<4
44,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
45,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,3.5,事前勇気<4
46,1,葛藤あり,行動あり,3.5,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
47,1,葛藤あり,行動あり,2.0,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
48,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,4.5,事前勇気>=4
49,1,葛藤あり,行動あり,3.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
50,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.5,事前勇気>=4
51,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,2.0,事前勇気<4
52,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
53,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
54,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
55,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
56,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.5,事前勇気<4
57,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.5,事前勇気<4
58,1,葛藤あり,行動あり,6.5,post,葛藤尺度（post）,2.0,事前勇気<4
59,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,2.0,事前勇気<4
60,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
61,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
62,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
63,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
64,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
65,1,葛藤あり,行動あり,2.75,post,葛藤尺度（post）,2.5,事前勇気<4
66,1,葛藤あり,行動あり,4.25,post,葛藤尺度（post）,4.5,事前勇気>=4
67,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
68,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
69,1,葛藤あり,行動あり,6.5,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
70,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
71,1,葛藤あり,行動あり,4.25,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
72,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
73,1,葛藤あり,行動あり,3.25,post,葛藤尺度（post）,4.5,事前勇気>=4
74,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
75,1,葛藤あり,行動あり,4.5,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
76,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
77,1,葛藤あり,行動あり,6.75,post,葛藤尺度（post）,2.0,事前勇気<4
78,1,葛藤あり,行動あり,5.25,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
79,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,4.5,事前勇気>=4
80,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
81,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
82,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,3.5,事前勇気<4
83,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,2.0,事前勇気<4
84,1,葛藤あり,行動あり,3.5,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
85,1,葛藤あり,行動あり,6.25,post,葛藤尺度（post）,2.5,事前勇気<4
86,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
87,1,葛藤あり,行動あり,3.0,post,葛藤尺度（post）,3.0,事前勇気<4
88,1,葛藤あり,行動あり,7.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
89,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,7.0,事前勇気>=4
90,1,葛藤あり,行動あり,5.25,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
91,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
92,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,5.0,事前勇気>=4
93,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,4.0,事前勇気>=4
94,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
95,1,葛藤あり,行動あり,6.25,post,葛藤尺度（post）,3.5,事前勇気<4
96,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,4.5,事前勇気>=4
97,1,葛藤あり,行動あり,5.25,post,葛藤尺度（post）,3.5,事前勇気<4
98,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
99,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,3.5,事前勇気<4
100,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
101,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,1.5,事前勇気<4
102,1,葛藤あり,行動あり,4.5,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
103,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
104,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
105,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
106,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
107,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
108,1,葛藤あり,行動あり,7.0,post,葛藤尺度（post）,2.5,事前勇気<4
109,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
110,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
111,1,葛藤あり,行動あり,3.25,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
112,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
113,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
114,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
115,1,葛藤あり,行動あり,4.25,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
116,1,葛藤あり,行動あり,6.0,post,葛藤尺度（post）,2.5,事前勇気<4
117,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
118,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
119,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,2.5,事前勇気<4
120,1,葛藤あり,行動あり,4.75,post,葛藤尺度（post）,4.5,事前勇気>=4
121,1,葛藤あり,行動あり,5.75,post,葛藤尺度（post）,6.833333333333333,事前勇気>=4
122,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
123,1,葛藤あり,行動あり,4.5,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
124,1,葛藤あり,行動あり,5.5,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
125,1,葛藤あり,行動あり,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
126,1,葛藤あり,行動あり,4.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
1,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
2,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
3,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
4,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
5,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
6,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
7,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
8,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
9,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,4.0,事前勇気>=4
10,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,2.0,事前勇気<4
11,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,6.333333333333333,事前勇気>=4
12,2,葛藤あり,行動なし,3.25,post,葛藤尺度（post）,4.0,事前勇気>=4
13,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
14,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
15,2,葛藤あり,行動なし,2.0,post,葛藤尺度（post）,2.1666666666666665,事前勇気<4
16,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,5.666666666666667,事前勇気>=4
17,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,4.5,事前勇気>=4
18,2,葛藤あり,行動なし,3.5,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
19,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
20,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,4.5,事前勇気>=4
21,2,葛藤あり,行動なし,3.75,post,葛藤尺度（post）,3.5,事前勇気<4
22,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,4.5,事前勇気>=4
23,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
24,2,葛藤あり,行動なし,2.5,post,葛藤尺度（post）,3.5,事前勇気<4
25,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
26,2,葛藤あり,行動なし,3.5,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
27,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,1.3333333333333333,事前勇気<4
28,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
29,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,6.0,事前勇気>=4
30,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
31,2,葛藤あり,行動なし,3.0,post,葛藤尺度（post）,3.5,事前勇気<4
32,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.5,事前勇気<4
33,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,5.5,事前勇気>=4
34,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
35,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
36,2,葛藤あり,行動なし,1.75,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
37,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,3.5,事前勇気<4
38,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
39,2,葛藤あり,行動なし,3.75,post,葛藤尺度（post）,1.5,事前勇気<4
40,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
41,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
42,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
43,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,3.5,事前勇気<4
44,2,葛藤あり,行動なし,3.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
45,2,葛藤あり,行動なし,3.5,post,葛藤尺度（post）,3.5,事前勇気<4
46,2,葛藤あり,行動なし,3.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
47,2,葛藤あり,行動なし,3.0,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
48,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,4.5,事前勇気>=4
49,2,葛藤あり,行動なし,4.5,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
50,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,4.5,事前勇気>=4
51,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,2.0,事前勇気<4
52,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
53,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
54,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
55,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
56,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,2.5,事前勇気<4
57,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,2.5,事前勇気<4
58,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,2.0,事前勇気<4
59,2,葛藤あり,行動なし,7.0,post,葛藤尺度（post）,2.0,事前勇気<4
60,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
61,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
62,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
63,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
64,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
65,2,葛藤あり,行動なし,3.5,post,葛藤尺度（post）,2.5,事前勇気<4
66,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.5,事前勇気>=4
67,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
68,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
69,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
70,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
71,2,葛藤あり,行動なし,6.75,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
72,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
73,2,葛藤あり,行動なし,2.75,post,葛藤尺度（post）,4.5,事前勇気>=4
74,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
75,2,葛藤あり,行動なし,4.25,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
76,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
77,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,2.0,事前勇気<4
78,2,葛藤あり,行動なし,5.25,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
79,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,4.5,事前勇気>=4
80,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
81,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
82,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.5,事前勇気<4
83,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,2.0,事前勇気<4
84,2,葛藤あり,行動なし,2.75,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
85,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,2.5,事前勇気<4
86,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
87,2,葛藤あり,行動なし,3.75,post,葛藤尺度（post）,3.0,事前勇気<4
88,2,葛藤あり,行動なし,7.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
89,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,7.0,事前勇気>=4
90,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
91,2,葛藤あり,行動なし,3.5,post,葛藤尺度（post）,4.833333333333333,事前勇気>=4
92,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,5.0,事前勇気>=4
93,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,4.0,事前勇気>=4
94,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
95,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.5,事前勇気<4
96,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,4.5,事前勇気>=4
97,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.5,事前勇気<4
98,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
99,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,3.5,事前勇気<4
100,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
101,2,葛藤あり,行動なし,4.5,post,葛藤尺度（post）,1.5,事前勇気<4
102,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
103,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
104,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
105,2,葛藤あり,行動なし,4.5,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
106,2,葛藤あり,行動なし,5.5,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
107,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
108,2,葛藤あり,行動なし,7.0,post,葛藤尺度（post）,2.5,事前勇気<4
109,2,葛藤あり,行動なし,7.0,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
110,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
111,2,葛藤あり,行動なし,4.25,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
112,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
113,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
114,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
115,2,葛藤あり,行動なし,4.25,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
116,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,2.5,事前勇気<4
117,2,葛藤あり,行動なし,6.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
118,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
119,2,葛藤あり,行動なし,5.75,post,葛藤尺度（post）,2.5,事前勇気<4
120,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,4.5,事前勇気>=4
121,2,葛藤あり,行動なし,6.5,post,葛藤尺度（post）,6.833333333333333,事前勇気>=4
122,2,葛藤あり,行動なし,6.25,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
123,2,葛藤あり,行動なし,4.75,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
124,2,葛藤あり,行動なし,4.25,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
125,2,葛藤あり,行動なし,4.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
126,2,葛藤あり,行動なし,5.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
1,3,葛藤なし,行動あり,4.5,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
2,3,葛藤なし,行動あり,4.5,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
3,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
4,3,葛藤なし,行動あり,6.0,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
5,3,葛藤なし,行動あり,4.25,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
6,3,葛藤なし,行動あり,4.25,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
7,3,葛藤なし,行動あり,2.75,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
8,3,葛藤なし,行動あり,1.75,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
9,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,4.0,事前勇気>=4
10,3,葛藤なし,行動あり,4.25,post,葛藤尺度（post）,2.0,事前勇気<4
11,3,葛藤なし,行動あり,1.5,post,葛藤尺度（post）,6.333333333333333,事前勇気>=4
12,3,葛藤なし,行動あり,2.75,post,葛藤尺度（post）,4.0,事前勇気>=4
13,3,葛藤なし,行動あり,3.5,post,葛藤尺度（post）,3.1666666666666665,事前勇気<4
14,3,葛藤なし,行動あり,2.25,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
15,3,葛藤なし,行動あり,2.5,post,葛藤尺度（post）,2.1666666666666665,事前勇気<4
16,3,葛藤なし,行動あり,6.5,post,葛藤尺度（post）,5.666666666666667,事前勇気>=4
17,3,葛藤なし,行動あり,2.25,post,葛藤尺度（post）,4.5,事前勇気>=4
18,3,葛藤なし,行動あり,3.75,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
19,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
20,3,葛藤なし,行動あり,5.5,post,葛藤尺度（post）,4.5,事前勇気>=4
21,3,葛藤なし,行動あり,3.5,post,葛藤尺度（post）,3.5,事前勇気<4
22,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,4.5,事前勇気>=4
23,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
24,3,葛藤なし,行動あり,3.5,post,葛藤尺度（post）,3.5,事前勇気<4
25,3,葛藤なし,行動あり,3.5,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
26,3,葛藤なし,行動あり,4.25,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
27,3,葛藤なし,行動あり,3.0,post,葛藤尺度（post）,1.3333333333333333,事前勇気<4
28,3,葛藤なし,行動あり,3.5,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
29,3,葛藤なし,行動あり,1.75,post,葛藤尺度（post）,6.0,事前勇気>=4
30,3,葛藤なし,行動あり,6.0,post,葛藤尺度（post）,1.8333333333333333,事前勇気<4
31,3,葛藤なし,行動あり,2.75,post,葛藤尺度（post）,3.5,事前勇気<4
32,3,葛藤なし,行動あり,5.5,post,葛藤尺度（post）,3.5,事前勇気<4
33,3,葛藤なし,行動あり,5.5,post,葛藤尺度（post）,5.5,事前勇気>=4
34,3,葛藤なし,行動あり,7.0,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
35,3,葛藤なし,行動あり,5.5,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
36,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,2.6666666666666665,事前勇気<4
37,3,葛藤なし,行動あり,2.75,post,葛藤尺度（post）,3.5,事前勇気<4
38,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
39,3,葛藤なし,行動あり,2.25,post,葛藤尺度（post）,1.5,事前勇気<4
40,3,葛藤なし,行動あり,6.0,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
41,3,葛藤なし,行動あり,3.0,post,葛藤尺度（post）,3.8333333333333335,事前勇気<4
42,3,葛藤なし,行動あり,4.25,post,葛藤尺度（post）,2.8333333333333335,事前勇気<4
43,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,3.5,事前勇気<4
44,3,葛藤なし,行動あり,1.25,post,葛藤尺度（post）,2.3333333333333335,事前勇気<4
45,3,葛藤なし,行動あり,4.0,post,葛藤尺度（post）,3.5,事前勇気<4
46,3,葛藤なし,行動あり,3.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
47,3,葛藤なし,行動あり,1.5,post,葛藤尺度（post）,5.166666666666667,事前勇気>=4
48,3,葛藤なし,行動あり,4.75,post,葛藤尺度（post）,4.5,事前勇気>=4
49,3,葛藤なし,行動あり,3.75,post,葛藤尺度（post）,3.6666666666666665,事前勇気<4
50,3,葛藤なし,行動あり,5.25,post,葛藤尺度（post）,4.5,事前勇気>=4
51,3,葛藤なし,行動あり,6.0,post,葛藤尺度（post）,2.0,事前勇気<4
52,3,葛藤なし,行動あり,2.0,post,葛藤尺度（post）,4.166666666666667,事前勇気>=4
53,3,葛藤なし,行動あり,4.0,post,葛藤尺度（post）,4.0,事前勇気>=4
54,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,3.3333333333333335,事前勇気<4
55,3,葛藤なし,行動あり,5.5,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
56,3,葛藤なし,行動あり,3.25,post,葛藤尺度（post）,2.5,事前勇気<4
57,3,葛藤なし,行動あり,3.75,post,葛藤尺度（post）,2.5,事前勇気<4
58,3,葛藤なし,行動あり,4.75,post,葛藤尺度（post）,2.0,事前勇気<4
59,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,2.0,事前勇気<4
60,3,葛藤なし,行動あり,4.5,post,葛藤尺度（post）,5.333333333333333,事前勇気>=4
61,3,葛藤なし,行動あり,4.5,post,葛藤尺度（post）,4.666666666666667,事前勇気>=4
62,3,葛藤なし,行動あり,5.0,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
63,3,葛藤なし,行動あり,2.25,post,葛藤尺度（post）,4.333333333333333,事前勇気>=4
64,3,葛藤なし,行動あり,2.0,post,葛藤尺度（post）,5.833333333333333,事前勇気>=4
