participant_id,group,age,gender,courage_pre,czo_pre,courage_diff_conflict_action,courage_diff_conflict_noaction,courage_diff_no_conflict_action,courage_diff_no_conflict_noaction,courage_diff_conflict_mean,courage_diff_no_conflict_mean,courage_diff_conflict_minus_no_conflict,czo_diff_conflict_mean,czo_diff_no_conflict_mean,conflict_post_conflict_mean,conflict_post_no_conflict_mean,subjective_item1_conflict_mean,subjective_item2_conflict_mean,subjective_item3_conflict_mean
117,その他群,26,2,3.6666666666666665,3.7,0.0,-0.16666666666666652,-0.6666666666666667,0.0,-0.08333333333333326,-0.33333333333333337,0.2500000000000001,-0.25,-0.44999999999999996,6.0,6.25,1.5,1.5,2.5
118,その他群,19,1,2.3333333333333335,2.2,1.1666666666666665,0.3333333333333335,1.3333333333333335,-1.333333333333333,0.75,2.220446049250313e-16,0.7499999999999998,-0.20000000000000018,-0.30000000000000027,5.5,2.375,4.5,3.5,3.5
119,葛藤あり高群,27,2,2.5,2.6,0.6666666666666665,1.6666666666666665,1.6666666666666665,1.6666666666666665,1.1666666666666665,1.6666666666666665,-0.5,0.8499999999999999,0.7999999999999998,5.0,4.625,4.0,3.5,3.5
120,その他群,29,2,4.5,3.0,-0.3333333333333335,-0.3333333333333335,-0.8333333333333333,-0.5,-0.3333333333333335,-0.6666666666666666,0.33333333333333315,-0.3500000000000001,-0.55,5.625,6.0,2.5,3.0,3.0
121,その他群,21,1,6.833333333333333,4.1,-0.33333333333333304,0.5,0.666666666666667,0.5,0.08333333333333348,0.5833333333333335,-0.5,-0.10000000000000009,0.0,4.875,5.25,5.0,5.0,3.5
122,その他群,20,2,3.1666666666666665,1.9,0.0,-0.16666666666666607,0.0,-0.16666666666666607,-0.08333333333333304,-0.08333333333333304,0.0,0.15000000000000036,-0.19999999999999973,6.125,5.75,5.5,5.5,6.0
123,その他群,23,2,3.3333333333333335,3.3,0.16666666666666696,0.0,0.3333333333333335,-1.6666666666666665,0.08333333333333348,-0.6666666666666665,0.75,-0.4999999999999999,-0.6499999999999999,5.875,6.0,1.0,1.5,1.5
124,その他群,26,2,3.1666666666666665,2.9,0.6666666666666665,0.8333333333333335,0.6666666666666665,0.8333333333333335,0.75,0.75,0.0,0.20000000000000018,0.3500000000000003,4.625,4.75,4.0,4.5,5.0
125,その他群,28,2,4.333333333333333,2.9,0.5,0.8333333333333335,0.8333333333333335,0.3333333333333335,0.6666666666666667,0.5833333333333335,0.08333333333333326,0.20000000000000018,0.30000000000000027,4.875,4.625,4.0,3.0,4.0
126,その他群,24,1,3.6666666666666665,2.8,0.3333333333333339,-0.33333333333333304,0.0,-0.16666666666666607,4.440892098500626e-16,-0.08333333333333304,0.08333333333333348,0.10000000000000009,0.10000000000000009,4.5,4.875,5.5,5.5,5.0
